981,Encompass Health Of Austin,330 West Ben White Blvd,Austin,Travis
982,Encompass Health of Round Rock,1400 Hesters Crossing Rd,Round Rock,WILLIAMSON
983,Encompass Health Rehab Hospital of the Mid-Cities,2304 State Highway 121,Bedford,TARRANT
984,Encompass Health Rehabilitation Hospital City View,6701 Oakmont Blvd,Fort Worth,TARRANT
985,Encompass Health Rehabilitation Hospital Cypress,13031 Wortham Center Drive,Houston,HARRIS
986,Encompass Health Rehabilitation Hospital of Abilene,6401 Directors Parkway,Abilene,TAYLOR
987,Encompass Health Rehabilitation Hospital Of Arlington,3200 Matlock Rd,Arlington,TARRANT
988,Encompass Health Rehabilitation Hospital of Humble,19002 McKay Dr.,Humble,HARRIS
989,"Encompass Health Rehabilitation Hospital of Katy,",23331 Grand Reserve Dr,Katy,HARRIS
990,Encompass Health Rehabilitation Hospital of Texarkana,515 West 12th St.,Texarkana,BOWIE
991,Encompass Health Rehabilitation Hospital of The Wo,18550 IH 45 South,Conroe,MONTGOMERY
992,Encompass Health Rehabilitation Hospital Vision Pa,117 Vision Park,Conroe,MONTGOMERY
993,Encompass Rehabilitation Hospital of Pearland,2121 Business Center Drive,Pearland,BRAZORIA
994,Encompass Rehabilitation Hospital The Vintage,20180 Chasewood Park Drive,Houston,HARRIS
995,Encompass Rehabilitation of Midland/Odessa,1800 Heritage Blvd.,Midland,MIDLAND
996,Endeavor Clinical Trials,8042 Wurzbach,San Antonio,BEXAR
997,Endocrine Associates,5711 Almeda Rd,Houston,HARRIS
998,Ennis Regional Medical Center,2201 W Lampasas St,Ennis,ELLIS
999,Envoy Hospice,"3180 College St,",Beaumont,JEFFERSON
1000,EP FAMILY DOCTOR,2270 Joe Battle Suite M-N,El Paso,EL PASO
1001,EP Optimum Health Center,7878 Gateway Blvd E Ste 202,El Paso,EL PASO
1002,Erath County EMS,830 B East Rd,Stephenville,ERATH
1003,Eubank Drug LLC,1510 N BRAZOS ST,Whitney,HILL
1004,Everest Medical Group,11626 Tc Jester Blvd,Houston,HARRIS
1005,Evins Regional Juvenile Center/Utmb,3801 E. Monte Cristo,Edinburg,HIDALGO
1006,"Excel Urgent Care, PLLC",25801 Hwy 290,Cypress,HARRIS
1007,"Executive Medical Services, PC",8301 Mars Dr,Woodway,MCLENNAN
1008,Express Family Clinic Spring,610 Rayford Rd Ste 644,Spring,MONTGOMERY
1009,Fairfield Family Physicians,15201 Mason Rd Ste 1200,Cypress,HARRIS
1010,Fairview Dermatology,331 Town Pl,McKinney,COLLIN
1011,Fairway Medical Clinic 2,7701 W Bellfort St Ste 102,Houston,HARRIS
1012,Faith Community Rural Health Clinic Bowie,1010 N Mill St,Bowie,MONTAGUE
1013,Faith Presbyterian Hospice,12477 Merit Drive,Dallas,DALLAS
1014,Faizun Anwar Md,1250 Creek Way Dr Ste 300,Sugar Land,FORT BEND
1015,"Falfurrias Family Clinic, Pllc",1204 S Saint Marys St,Falfurrias,BROOKS
1016,Falls Community Hospital & Clinic,322 Coleman St,Marlin,FALLS
1017,Family 1st Care,1615 Hospital Blvd Ste A,Gainesville,COOKE
1018,Family Care Clinic - Shamrock,1010 S Main St,Shamrock,WHEELER
1019,Family Care Clinic Of Boys Ranch,74 Patterson Circle,Boys Ranch,OLDHAM
1020,Family Care Clinic Of Bushland,1600 S Fm 2381,Amarillo,POTTER
1021,Family Care Medical Centers Lewisville,1305 S State Highway 121 Ste,Lewisville,DENTON
1022,Family Circle Of Care Athens,1001 N Palestine St Athens,0,HENDERSON
1023,Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON
1024,Family First Urgent Care,2510 S Loop 336 W,Conroe,MONTGOMERY
1025,Family Health And Wellness At Lake Aire,2423 Williams Dr,Georgetown,WILLIAMSON
1026,Family Health Center - Perryton,3019 S Main St,Perryton,OCHILTREE
1027,Family Health Center - Waco,1600 Providence Dr,Waco,MCLENNAN
1028,Family Health Center Llp,2768 Pharmacy Rd,Rio Grande City,STARR
1029,Family Health Center Of Bastrop,3101 Highway 71 E Ste 101,Bastrop,BASTROP
1030,Family Health Clinic Arlington,1115 E Pioneer Pkwy,Arlington,TARRANT
1031,Family Health Services Of Alpine,406 S Summer st,Alpine,BREWSTER
1032,Family Healthcare - Denton,3105 Colorado Blvd,Denton,DENTON
1033,Family Healthcare Associates Plano,6300 W Parker Rd Ste G20,Plano,COLLIN
1034,Family Healthcare Of Bovina,1100 Highway 86,Bovina,PARMER
1035,Family Healthwatch,4041 W Wheatland Rd Ste 116,Dallas,DALLAS
1036,Family Life Medical,508 Medical Center Blvd,Conroe,MONTGOMERY
1037,Family Medical And Specialty Clinic,2790 Pharmacy Rd Ste B,Rio Grande City,STARR
1038,Family Medical Center,190 Buttercup Creek Blvd,Cedar Park,WILLIAMSON
1039,Family Medical Clinic - Spearman 1,705 W 7th Ave,Spearman,HANSFORD
1040,Family Medicine Assoc Of Round Rock,7200 Wyoming Springs Dr Ste 600,Round Rock,WILLIAMSON
1041,Family Medicine Associates of El Paso,9398 Viscount Blvd,El Paso,EL PASO
1042,Family Medicine At Sterling Ridge,10110 Woodlands Pkwy,Spring,MONTGOMERY
1043,Family Medicine Center - Groesbeck,701 Mcclintic Dr,Groesbeck,LIMESTONE
1044,Family Medicine Clinic - Pearsall,151 Medical Dr,Pearsall,FRIO
1045,"Family Medicine Clinic, James M. Orms, MD, PA",8812 Highway 79 West,Jewett,LEON
1046,Family Medicine East Clinic,116 John Dupre Drive,Levelland,HOCKLEY
1047,Family Medicine Plus LLC,11330 Legacy Drive,Frisco,DENTON
1048,Family Medicine Specialists,21800 Katy Fwy,Katy,HARRIS
1049,Family Pharmacy,1720 Hillcrest Dr,Vernon,WILBARGER
1050,Family Pharmacy Of Pottsboro,563 W Fm 120,Pottsboro,GRAYSON
1051,"FAMILY PHYSICIANS CLINIC, LLP",606 S BROADWAY ST,McAllen,HIDALGO
1052,Family Practice Associates,220 Wesley Dr,Kerrville,KERR
1053,Family Practice Clinic Of Mills County,1501 W Front St,Goldthwaite,MILLS
1054,Family Practice Rural Health Clinic,303 N Brown St,Hamilton,HAMILTON
1055,"Family Wellness Center, P.A.",2300 U S Hwy 281 N,Marble Falls,BURNET
1056,Family Wellness Clinic,1809 Lockwood Ave,Tahoka,LYNN
1057,Family Wellness Clinic Ut Austin School Of Nursing,2901 N Interstate 35 Ste 1.301,Austin,TRAVIS
1058,Familyfirst Healthcare,5915 82nd St,Lubbock,LUBBOCK
1059,Farmers Branch Fire Department,13333 Hutton Dr,Farmers Branch,DALLAS
1060,Father Joseph Obrien Health Clinic,142 Champion Ave,Port Isabel,CAMERON
1061,FE Medical Services PLLC Cllge Stn,Reynolds Medical Building Suite 159,College Station,BRAZOS
1062,FE Medical Services PLLC Kngsvlle,1010 West Ave B,Kingsville,KLEBERG
1063,"Fernando Sosa, Md",9902 Mcpherson Rd Ste 1,Laredo,WEBB
1064,Fiesta Mlk Pharmacy,3230 Martin Luther King,Dallas,DENTON
1065,First Baptist Medical Center Dallas,8111 Meadow Road,Dallas,DALLAS
1066,FIRST LONE STAR PHARMACY GROUP LLC,906 NE BIG BEND TRAIL,Glen Rose,SOMERVELL
1067,"First Medical Response of Texas, Inc",854 Wild Rose Drive,Austin,TRAVIS
1068,First Surgical Hospital,4801 Bissonnet St,Bellaire,HARRIS
1069,Fisher County Hospital District,774 State Highway 70 N,Rotan,FISHER
1070,Flatonia Pharmacy LLC,121 East North Main St.,Flatonia,FAYETTE
1071,"Flora Medical Clinic, Pllc",3921 Steck Ave,Austin,TRAVIS
1072,Flower Mound Fire Department,3911 S. Broadway Ave,Flower Mound,DENTON
1073,"FLU BUSTERS, LLC",720 W. 34TH STREET,Austin,TRAVIS
1074,FMC Cleburne Dialysis,160 Jack Burton Rd,Cleburne,JOHNSON
1075,Foard County Clinic,200 North 1st Street,Crowell,FOARD
1076,Fondren Orthopedic Group LLP,7401 Main Street,Houston,HARRIS
1077,Foremost Family Hlth Ctr Balch Springs,3515 Shepherd Ln,Balch Springs,DALLAS
1078,Forest Gate Hospice,5045 Lorimar Dr,Plano,COLLIN
1079,Fort Bend County Clinical Health Services - Missouri City,307 Texas Parkway,Missouri City,FORT BEND
1080,Fort Bend County Clinical Health Services North Anne,22333 Grand Corner Dr,Katy,FORT BEND
1081,Fort Bend Family Health Center Access Health,400 Austin St,Richmond,FORT BEND
1082,Fort Bend Pediatrics,4646 Riverstone Blvd,Missouri City,FORT BEND
1083,Fort Davis Family Practice,1 Memorial Square 0792,Fort Davis,JEFF DAVIS
1084,Fort Duncan Regional Medical Center,3333 N Foster Maldonado Blvd,Eagle Pass,MAVERICK
1085,Fort Duncan Regional Medical Center - Eagle Pass,3333 N Foster Maldonado Blvd,Eagle Pass,MAVERICK
1086,Fort Worth Primary Care,800 8th Ave,Fort Worth,TARRANT
1087,Foundation Surgical Hospital Of San Antonio,9522 Huebner Rd,San Antonio,BEXAR
1088,"FOUR Js COMMUNITY LIVING CENTER, INC",9207 COUNTRY CREEK DR.,Houston,HARRIS
1089,Four Oaks Medical Clinic,109 Shult Dr,Columbus,COLORADO
1090,Fox Rural Health Clinic,1001 Us Highway 83 N,Childress,CHILDRESS
1091,Frank S Parma Md,2700 Citizens Plz Ste 202,Victoria,VICTORIA
1092,Franklin County Rural Health Clinic,506 Texas Highway 37,Mount Vernon,FRANKLIN
1093,Fredericksburg Fire/EMS,126 W. Main St,Fredericksburg,GILLESPIE
1094,Freedom at Home Dialysis,810 E. Ralph Hall Pkwy,Rockwall,ROCKWALL
1095,Freedom Urgent Care,300 W Central Texas Exwpy Ste 115,Harker Heights,BELL
1096,Freeport Community Health Network- 061447,905 N Gulf Blvd Ste 100,Freeport,BRAZORIA
1097,Freestone Medical Center DBA Freestone Health Clinic,734 West Commerce,Fairfield,FREESTONE
1098,Fresenius Collin County Dialysis Center,3420 K Avenue #150,Plano,COLLIN
1099,Fresenius Dickinson Dialysis,3800 Hughes Ct Dickinson,0,GALVESTON
1100,Fresenius Kideny Care of Allen,925 West Exchange Pkwy,Allen,COLLIN
1101,Fresenius Kidney Care,1202 Central Texas Expressway,Lampasas,LAMPASAS
1102,Fresenius Kidney Care Calallen,3825 County Road 69,Corpus Christi,NUECES
1103,Fresenius Kidney Care Central Ft. Worth,1210 Alston Ave,Fort Worth,TARRANT
1104,Fresenius Kidney Care Corpus Christi Bayside,1121 3rd St,Corpus Christi,NUECES
1105,Fresenius Kidney Care Crystal City,1313 Veterans BLVD,Crystal City,ZAVALA
1106,Fresenius Kidney Care Cypress Creek,9449 Grogans Mill Rd,Spring,MONTGOMERY
1107,Fresenius Kidney Care Keller,3700 North Tarrant Parkway,Fort Worth,TARRANT
1108,Fresenius Kidney Care Pamela Heights,15917 SOUTH POST OAK RD,Houston,FORT BEND
1109,Fresenius Kidney Care Southwest,4804 Bryant Irvin Court,Fort Worth,TARRANT
1110,Fresenius Kidney Care Valley Hemodialysis,350 N Expressway,Brownsville,CAMERON
1111,Fresenius Medical Care,2213 Old Kemp Highway,Kaufman,KAUFMAN
1112,Fresenius Medical Care Alvin Dialysis Center,2625 South Loop 35,Alvin,BRAZORIA
1113,Fresenius Medical Care Brazos,1730 B F Terry Blvd,Rosenberg,FORT BEND
1114,Fresenius Medical Care Corsicana,1321 w 2nd ave,Corsicana,NAVARRO
1115,Fresenius Medical Care Cypress Fairbanks Dialysis,10505 Jones Road,Houston,HARRIS
1116,Fresenius Medical Care Edinburg Kidney Center,5406 S Jackson Rd,Edinburg,HIDALGO
1117,Fresenius Medical Care Metro East Dialysis,909 gross rd,Mesquite,DALLAS
1118,Fresenius Medical Care of Burleson,200 MCPHERSON RD,Fort Worth,TARRANT
1119,Fresenius Medical Care Rockport,1102 FM 3036,Rockport,ARANSAS
1120,Fresenius Medical Care Rosenberg Dialysis,2510 BF Terry Blvd.,Rosenberg,FORT BEND
1121,Fresenius Medical Care San Antonio LLC,305 N. Frio St.,San Antonio,BEXAR
1122,Fresenius Medical Care West Rosenberg,2733 1st st,Rosenberg,FORT BEND
1123,Fresenius Medical Center of Mckinney,1831 Harroun,McKinney,COLLIN
1124,Fresenius West Plano,4405 Tradition Trail,Plano,COLLIN
1125,Freseniuss Medical Care,351 S VIRGINIA ST # 300,Terrell,KAUFMAN
1126,Fresh By Brookshires Pharmacy 801,6991 Old Jacksonville Hwy,Tyler,SMITH
1127,Friendly Neighborhood Health Clinic Pllc,617 E Loop 499,Harlingen,CAMERON
1128,Frio Regional Hospital,200 S Interstate 35,Pearsall,FRIO
1129,Frio Regional Primary Care & Urgent Care Clinic,801 W Fm 117,Dilley,FRIO
1130,Friona Rural Health Clinic,1307 Cleveland Ave Ste B,Friona,PARMER
1131,Frisco Apothecary Lp,3010 Legacy Dr.,Frisco,DENTON
1132,Frisco Fire Department,8601 Gary Burns Dr.,Frisco,COLLIN
1133,Frisco Medical Center,5601 Warren Pkwy,Frisco,COLLIN
1134,FRISCORX AND COMPOUNDING LLC,5933 Dallas Pkwy,Plano,COLLIN
1135,Frontera Clinic-Menard,119 S. Ellis,Menard,MENARD
1136,Frontera Healthcare Network Mason Clinic,216 E College,Mason,MASON
1137,Frontera Healthcare Network-Junction,509 College St,Junction,KIMBLE
1138,Frontera Healthcare-Brady,2205 S Bridge St Ste 300,Brady,MCCULLOCH
1139,Fry's Prescription Pharmacy,311 N Sam Houston Blvd,San Benito,CAMERON
1140,Ft Bend Family Hlth Ctr Accesshealth - Brookshire,533 Fm 359 S,Brookshire,WALLER
1141,Ft Bend Family Hlth Ctr Accesshealth - Missouri City,307 Texas Pkwy Ste 100,Missouri City,FORT BEND
1142,Ft Bend Family Hlth Ctr Accesshealth - Stafford,10435 Greenbough Dr Ste 300,Stafford,FORT BEND
1143,Gail's Pharmacy,810 Woodrow Wilson Ray Circle,Bridgeport,WISE
1144,Gainesville State School,1379 Fm 678,Gainesville,COOKE
1145,Galaxy Pediatrics,273 E Ovilla Rd Ste 4,Red Oak,ELLIS
1146,Galena Park Medical Clinic,2124 Clinton Dr,Galena Park,HARRIS
1147,Galo A Rodarte Md Pa,400 E Robinson Ave,El Paso,EL PASO
1148,Galveston County Health District,9850 B Emmett F Lowry EXpy,Texas City,GALVESTON
1149,Garcia's Pharmacy LLC,101 S Stuart Place Rd,Harlingen,CAMERON
1150,Garland Health Center,802 Hopkins St,Garland,DALLAS
1151,Garland Independent Pharmacy,3641 Broadway Blvd,Garland,DALLAS
1152,GARY A TIGGES MD,6300 WEST PARKER ROAD,Plano,COLLIN
1153,Garza County Health Clinic,1104 N. Avenue S,Post,GARZA
1154,Garza County Law Enforcement Center,412 E 15th St,Post,GARZA
1155,Garza Medical Associates,1700 E Saunders St Ste A300,Laredo,WEBB
1156,Gatesville Drug Company,2513 S State Hwy 36,Gatesville,CORYELL
1157,Gateway Community Health Center,210 N Rathmell Ave,Zapata,ZAPATA
1158,Gateway Community Health Center Inc. - Hebbronvill,473 State Highway 285,Hebbronville,JIM HOGG
1159,Gateway Community Health Center Inc. - Hebbronville,473 State Highway 285,Hebbronville,JIM HOGG
1160,Gateway Community Health Center Inc. - Laredo,1515 Pappas St,Laredo,WEBB
1161,Gateway Hlth Comm Ctr Inc,2007 S Zapata Hwy,Laredo,WEBB
1162,"Gene McDaniel D.O., P.A",308 west hwy 199,Springtown,PARKER
1163,Generation Medical Clinic,11322 Bellaire Blvd Ste 117,Houston,HARRIS
1164,Generation Rx Inc,206 N Main,West,MCLENNAN
1165,Genesis Medical Group Springwoods,2255 E Mossy Oaks Rd,Spring,HARRIS
1166,Genoa Healthcare Llc 20068 Sherman,315 W Mclain Dr Ste 308,Sherman,GRAYSON
1167,Genoa Healthcare Llc 20076,1601 N Anglin St Ste 113,Cleburne,JOHNSON
1168,Genoa Healthcare Llc 20277,258 Landa St,New Braunfels,COMAL
1169,Georgetown Family Emergency Room,1210 W. University Ave.,Georgetown,WILLIAMSON
1170,Gibson Pharmacy,815 N OCONNOR RD,Irving,DALLAS
1171,Glen Rose Healthcare Inc,409 Glenwood St Ste 500,Glen Rose,SOMERVELL
1172,Glen Rose Medical Center,1021 Holden St,Glen Rose,SOMERVELL
1173,Glenn Lakes Pharmacy Inc,3640 Glenn Lakes Ln,Missouri City,FORT BEND
1174,Glenview Professional Pharmacy - Richland Hills - 7640 Glenvi,e76 40 Gle nview  Dr Ste A,North Richland Hi,TARRANT
1175,Global Health,7720 Spencer Highway,Pasadena,HARRIS
1176,Global Rehab - Fort Worth,6601 Harris Parkway,Fort Worth,TARRANT
1177,"Gloyers Pharmacy, INC",1010 W Main St,Tomball,HARRIS
1178,"GLP3 Pharmacy, LLC",113 Star Grass,Spring Branch,COMAL
1179,God's Country Pharmacy,1703 19th street,Hondo,MEDINA
1180,Gold Horses LLC,411 N King St.,Alice,JIM WELLS
1181,Golden Plains Community Hospital,100 Medical Dr. Borger,Borger,HUTCHINSON
1182,Gonzaba Medical Group Woodlawn Clinic,902 Bandera Rd,San Antonio,BEXAR
1183,"Good News Wholesale, Inc",902 Main Street,Friona,PARMER
1184,Goodall Witcher Hospital,101 Posey Ave Bldg 1,Clifton,BOSQUE
1185,gopichand kapu md,215 n ave j,Anson,JONES
1186,Gordon Crofoot MD PA,3701 Kirby Dr.,Houston,HARRIS
1187,Grace Clinic of Lubbock,4515 Marsha Sharp Fwy,Lubbock,LUBBOCK
1188,"Graham Heath Care, Pllc",1005 State Highway 16 S,Graham,YOUNG
1189,Graham Pharmacy,1601 W Wall St,Midland,MIDLAND
1190,Graham Regional Medical Center,1301 Montgomery Rd,Graham,YOUNG
1191,Granbury Hood County EMS Inc,2200 Commercial Ln Granbury,Granbury,HOOD
1192,Granbury Hospital Corporation,1310 Paluxy Rd,Granbury,HOOD
1193,Grand Prairie Fire Department,"1525 arkansas ln, 3rd floor",Grand Prairie,DALLAS
1194,Grapevine Drug Rx,1115 West Northwest Highway Suite H,Grapevine,TARRANT
1195,Grayson County Health Department-Sherman,515 N Walnut St,Sherman,GRAYSON
1196,Greater Elevations LLC,16920 Kuykendahl Rd,Houston,HARRIS
1197,Greenbusch Pharmacy,25757 Westheimer Pkwy,Katy,FORT BEND
1198,Griffin Family Medicine,509 E Byron Nelson Blvd,Roanoke,DENTON
1199,Grimes St Joseph Health Center,210 S Judson St,Navasota,GRIMES
1200,Gruene Lake Medical,948 Gruene Road,New Braunfels,COMAL
1201,Gruesbeck Medical Clinic Cable Ranch Rd,1415 Cable Ranch Rd,San Antonio,BEXAR
1202,Gruesbeck Medical Clinic Nw 24th St,323 Nw 24th Street,San Antonio,BEXAR
1203,Guadalupe Regional Medical Center,1215 E Court,Seguin,GUADALUPE
1204,Gulf Coast Health Center Inc.,2548 Memorial Blvd Port Arthur,0,JEFFERSON
1205,Gulfgate Health Center,7550 Office City Drive Houston,Houston,HARRIS
1206,Hacs-Bautista Pediatric Health Center,902 Frostwood Dr. Houston,0,HARRIS
1207,Hale Center Clinical Pharmacy Llc,601 Avenue G,Hale Center,HALE
1208,"Hallettsville Pharmacy, LLC",304 N. Texana St.,Hallettsville,LAVACA
1209,Hamilton General Hospital,400 N Brown St,Hamilton,HAMILTON
1210,Hampton Apothecary Lp,2701 S Hampton Rd. Ste 100,Dallas,DALLAS
1211,Hansford County Hospital District (Hospital),707 Roland St,Spearman,HANSFORD
1212,Hansford Pharmacy,710 Roland St,Spearman,HANSFORD
1213,Hardeman County Clinic,404 Mercer St,Quanah,HARDEMAN
1214,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,Quanah,HARDEMAN
1215,Harker Heights Kidney Center,625 W Central Texas Expressway,Harker Heights,BELL
1216,Harlingen Medical Center,5501 S Expressway 77,Harlingen,CAMERON
1217,Harlingen Pharmacy LLC,1616 N Ed Carey Drive,Harlingen,CAMERON
1218,Harrell A Grand MD,3801 Gaston Ave,Dallas,DALLAS
1219,Harris County Emergency Services District 48 Fire,21201 Morton Road,Katy,HARRIS
1220,Harris County Hospital District Hchd,2525 Holly Hall St,Houston,HARRIS
1221,Harris County Public Health,2223 West Loop South,Houston,HARRIS
1222,Harvest Drug And Gift - Wichita Falls - 4426 Kell Blvd,4426 Kell Blvd,Wichita Falls,WICHITA
1223,Harvester Health And Wellness Clinic,701 N Price Rd,Pampa,GRAY
1224,Haskell Memorial Hospital Clinic,1400 S 1st St,Haskell,HASKELL
1225,Hatcher Station Health Center,4600 Scyene Rd,Dallas,DALLAS
1226,Hawk Pharmacy,120 West Park,Iowa Park,WICHITA
1227,HCA Houston Healthcare Clear Lake,500 Medical Center Blvd,Webster,HARRIS
1228,HCA Houston Healthcare Mainland,6801 Emmett F Lowry Expy,Texas City,GALVESTON
1229,HCA Houston Healthcare North Cypress,21214 Northwest Fwy,Cypress,HARRIS
1230,Hca Houston Healthcare Northwest,0,Houston,HARRIS
1231,HCA Houston Healthcare Pearland,11100 Shadow Creek Parkway,Pearland,BRAZORIA
1232,HCA Houston Healthcare Southeast,0,Pasadena,HARRIS
1233,HCA Houston Healthcare Tomball,605 Holderreith Blvd,Tomball,HARRIS
1234,HCPH Main Office,2223 West Loop South,Houston,HARRIS
1235,Heal 360 Primary Care PLLC,3400 W. FM 544,Wylie,COLLIN
1236,Healing Hands Ministries,8515 Greenville Ave Ste N-112,Dallas,DALLAS
1237,Healing Hands Ministries Vickery,5750 Pineland Dr Ste 150,Dallas,DALLAS
1238,Health by Design,13409 George Rd.,San Antonio,BEXAR
1239,Health by Design Valero Texas City Clinic,1301 Loop 197 S,Texas City,GALVESTON
1240,Health by Design Valero Three Rivers Clinic,100 W LeRoy St,Three Rivers,LIVE OAK
1241,Health Center of Southeast Texas,307 N. William Barnett Ave.,Cleveland,LIBERTY
1242,Health Center of Southeast Texas -Livingston,204 W. Park Dr.,Livingston,POLK
1243,Health Center Of Southeast Texas-Liberty,1202 N Travis St,Liberty,LIBERTY
1244,Health Hero America,244 Flightline,Spring Branch,COMAL
1245,Health Point Bcs,3370 S Texas Ave,Bryan,BRAZOS
1246,Health Scripts Specialty Pharmacy,8344 Spring Cypress Rd,Spring,HARRIS
1247,Health Services Of North Texas,4304 Mesa Dr,Denton,DENTON
1248,"Health Source Pharmacy, INC","1733 Texoma Pkwy,",Sherman,GRAYSON
1249,Health-Rite Pharmacy,21660 KINGSLAND BLVD,Katy,Harris
1250,Healthbridge Children's Hospital,2929 Woodland Park Dr,Houston,HARRIS
1251,Healthcare Associates Of Irving,6161 N State Highway 161,Irving,DALLAS
1252,Healthcare Associates of Irving - 8080 State Hwy 121,8080 State Hwy 121,McKinney,COLLIN
1253,Healthcare Associates of Irving LLP,7501 Lakeview Pkwy,Rowlett,DALLAS
1254,"Healthcare Associates of Irving, LLP",1001 W Southlake Blvd,Southlake,TARRANT
1255,"Healthcare Associates of Irving, LLP - S FM",6435 South FM 549,Rockwall,ROCKWALL
1256,Healthcare Associates of Southlake,2106 East State Hwy 114,Southlake,TARRANT
1257,HEALTHCARE FOR THE HOMELESS-HOUSTON,1934 CAROLINE ST,Houston,HARRIS
1258,HealthCore Physicians Group,"8210 Walnut Hill Ln, Suite 230",Dallas,DALLAS
1259,"HEALTHIER WAY FAMILY CARE, PLLC",110 N WALNUT ST,Jefferson,MARION
1260,Healthpoint Abc,1602 Rock Prairie Rd,College Station,BRAZOS
1261,Healthpoint Centerville,607 W Lassater Centerville,0,LEON
1262,Healthpoint Franklin,808 W Us Highway 79,Franklin,ROBERTSON
1263,Healthpoint Hempstead,215 Fm 1488 Rd,Hempstead,WALLER
1264,Healthpoint In Hearne,709 Barton St,Hearne,ROBERTSON
1265,Healthpoint Madisonville,100 W Cross St Madisonville,0,MADISON
1266,Healthpoint Memorial,1301 Memorial Drive,Bryan,BRAZOS
1267,Healthpoint Navasota,1905 Dove Crossing Ln Ste C Navasota,0,GRIMES
1268,Healthpoint Rockdale,1701 Pecos Ave Ste B,Rockdale,MILAM
1269,Healthpoint Somerville,600 Memory Lane,Somerville,BURLESON
1270,Healthpoint Trinity,315 Prospect Dr,Trinity,TRINITY
1271,HealthQuest Infusion Services,1311 W. Sam Houston Pkwy N.,Houston,HARRIS
1272,Healthsouth Riosa Rehabilitation Hospital Pharmacy,9119 Cinnamon Hl,San Antonio,BEXAR
1273,HEALTHTEXAS MEDICAL GROUP HQ,2961 Mossrock,San Antonio,BEXAR
1274,HEALTHVILLE PHARMACY,7215 MCPHERSON RD,Laredo,WEBB
1275,Healthy Horizons Clinic,14470 Horizon Blvd,El Paso,EL PASO
1276,Heart Hospital Of Austin,3801 N Lamar Blvd,Austin,TRAVIS
1277,HEART INSTITUTE OF BROWNSVILLE,213 Heart Dr,Brownsville,CAMERON
1278,"Heaton Ear, Nose and Throat",1136 E Grande Blvd,Tyler,SMITH
1279,Heavenly Hands Family Medical Clinic Pllc,7602 Great Trinity Forest Way,Dallas,DALLAS
1280,HEB Pharmacy 0070,1345 Barrow St,Abilene,TAYLOR
1281,HEB Pharmacy 013,4031 E Us Highway 83,Rio Grande City,STARR
1282,HEB Pharmacy 102,8503 Nw Military Hwy,San Antonio,BEXAR
1283,Heb Pharmacy 106,1015 S Ww White Rd,San Antonio,BEXAR
1284,HEB Pharmacy 107,101 S Clay St,Ennis,ELLIS
1285,HEB Pharmacy 108,20935 Us Hwy 281 N,San Antonio,BEXAR
1286,HEB Pharmacy 109,9710 Katy Freeway,Houston,HARRIS
1287,HEB Pharmacy 110,8900 Highway 6,Missouri City,FORT BEND
1288,Heb Pharmacy 136,1213 S Commerce St,Harlingen,CAMERON
1289,HEB Pharmacy 139,5801 Weber Rd,Corpus Christi,NUECES
1290,HEB Pharmacy 14,5401 South Fm 1626,Kyle,HAYS
1291,HEB Pharmacy 16,165 Nw John Jones Dr,Burleson,JOHNSON
1292,Heb Pharmacy 161,7112 Ed Bluestein Blvd Ste 125,Austin,TRAVIS
1293,Heb Pharmacy 164,15000 San Pedro Ave,San Antonio,BEXAR
1294,Heb Pharmacy 168,1103 Morgan Blvd,Harlingen,CAMERON
1295,Heb Pharmacy 172,1212 S Closner Blvd,Edinburg,HIDALGO
1296,HEB Pharmacy 178,6839 San Pedro Ave,San Antonio,BEXAR
1297,Heb Pharmacy 182,3002 S 31st St,Temple,BELL
1298,Heb Pharmacy 183,9414 N Lamar Blvd,Austin,TRAVIS
1299,Heb Pharmacy 184,11158 Leopard St,Corpus Christi,NUECES
1300,Heb Pharmacy 186,2310 E Saunders,Laredo,WEBB
1301,HEB Pharmacy 189,2130 Culebra Rd,San Antonio,BEXAR
1302,HEB Pharmacy 19,19337 Mcdonald St,Lytle,ATASCOSA
1303,HEB Pharmacy 191,4821 Broadway St,San Antonio,BEXAR
1304,Heb Pharmacy 195,11551 West Ave,San Antonio,BEXAR
1305,HEB Pharmacy 20,24224 Northwest Fwy,Cypress,HARRIS
1306,HEB Pharmacy 200,800 S Saint Marys St,Falfurrias,BROOKS
1307,HEB Pharmacy 202,5808 Burnet Rd,Austin,TRAVIS
1308,Heb Pharmacy 205,721 Castroville Rd,San Antonio,BEXAR
1309,HEB Pharmacy 207,1301 Guadalupe St,Laredo,WEBB
1310,HEB Pharmacy 210,4320 S Alameda St,Corpus Christi,NUECES
1311,HEB Pharmacy 211,415 N New Braunfels Ave,San Antonio,BEXAR
1312,HEB Pharmacy 212,3200 N 10th St,McAllen,HIDALGO
1313,HEB Pharmacy 218,12407 N Mopac,Austin,TRAVIS
1314,HEB Pharmacy 223,1115 E Main St,Alice,JIM WELLS
1315,Heb Pharmacy 224,7951 Guilbeau Rd,San Antonio,BEXAR
1316,Heb Pharmacy 225,7010 Hwy 71 W,Austin,TRAVIS
1317,Heb Pharmacy 226,Conway And 8th St,Mission,HIDALGO
1318,Heb Pharmacy 227,2110 New Slaughter Lane,Austin,TRAVIS
