week,week_starting,vaccine_type,allocated_doses,pharmacyID
Week 8,2/1/21,Pfizer,975,721
Week 7,1/25/21,Pfizer,975,721
Week 6,1/18/21,Pfizer,975,721
Week 3,12/28/20,Moderna,200,721
Week 2,12/21/20,Moderna,300,721
Week 13,3/8/21,Johnson,200,722
Week 9,2/8/21,Moderna,200,722
Week 3,12/28/20,Moderna,300,722
Week 3,12/28/20,Moderna,100,723
Week 2,12/21/20,Moderna,700,723
Week 2,12/21/20,Moderna,400,724
Week 2,12/21/20,Moderna,500,725
Week 13,3/8/21,Johnson,200,726
Week 11,2/22/21,Moderna,200,726
Week 10,2/15/21,Moderna,200,726
Week 2,12/21/20,Moderna,200,726
Week 13,3/8/21,Johnson,100,727
Week 11,2/22/21,Moderna,200,727
Week 2,12/21/20,Moderna,1000,727
Week 13,3/8/21,Johnson,500,728
Week 3,12/28/20,Moderna,700,728
Week 2,12/21/20,Pfizer,975,728
Week 1,12/14/20,Pfizer,2925,728
Week 2,12/21/20,Moderna,3000,729
Week 2,12/21/20,Moderna,400,730
Week 7,1/25/21,Moderna,100,731
Week 13,3/8/21,Moderna,200,732
Week 12,3/1/21,Moderna,100,732
Week 11,2/22/21,Moderna,100,732
Week 10,2/15/21,Moderna,100,732
Week 6,1/18/21,Pfizer,975,732
Week 2,12/21/20,Moderna,100,732
Week 13,3/8/21,Johnson,100,733
Week 4,1/4/21,Moderna,200,734
Week 13,3/8/21,Johnson,100,735
Week 8,2/1/21,Moderna,300,735
Week 13,3/8/21,Moderna,100,736
Week 12,3/1/21,Moderna,100,736
Week 11,2/22/21,Moderna,100,736
Week 8,2/1/21,Moderna,200,736
Week 6,1/18/21,Pfizer,975,736
Week 2,12/21/20,Moderna,100,736
Week 13,3/8/21,Moderna,500,737
Week 12,3/1/21,Moderna,300,737
Week 11,2/22/21,Moderna,100,737
Week 2,12/21/20,Moderna,200,737
Week 12,3/1/21,Moderna,200,738
Week 11,2/22/21,Moderna,200,738
Week 10,2/15/21,Moderna,200,738
Week 3,12/28/20,Moderna,100,738
Week 13,3/8/21,Moderna,500,739
Week 12,3/1/21,Moderna,100,739
Week 5,1/11/21,Moderna,200,740
Week 13,3/8/21,Pfizer,11700,741
Week 12,3/1/21,Pfizer,11700,741
Week 11,2/22/21,Moderna,2000,741
Week 10,2/15/21,Moderna,2000,741
Week 9-Fed,2/8/21,Moderna,100,742
Week 9-Fed,2/8/21,Moderna,100,742
Week 9-Fed,2/8/21,Moderna,200,743
Week 9-Fed,2/8/21,Moderna,100,744
Week 9-Fed,2/8/21,Moderna,100,745
Week 9-Fed,2/8/21,Moderna,100,745
Week 9-Fed,2/8/21,Moderna,600,746
Week 9-Fed,2/8/21,Moderna,100,747
Week 9-Fed,2/8/21,Moderna,100,747
Week 9-Fed,2/8/21,Moderna,200,748
Week 9-Fed,2/8/21,Moderna,200,749
Week 9-Fed,2/8/21,Moderna,200,749
Week 9-Fed,2/8/21,Moderna,200,750
Week 9-Fed,2/8/21,Moderna,200,751
Week 9-Fed,2/8/21,Moderna,200,752
Week 9-Fed,2/8/21,Moderna,200,752
Week 9-Fed,2/8/21,Moderna,100,753
Week 9-Fed,2/8/21,Moderna,200,754
Week 9-Fed,2/8/21,Moderna,200,754
Week 9-Fed,2/8/21,Moderna,600,755
Week 9-Fed,2/8/21,Moderna,200,756
Week 9-Fed,2/8/21,Moderna,100,757
Week 9-Fed,2/8/21,Moderna,100,757
Week 9-Fed,2/8/21,Moderna,200,758
Week 9-Fed,2/8/21,Moderna,200,758
Week 9-Fed,2/8/21,Moderna,200,759
Week 9-Fed,2/8/21,Moderna,100,760
Week 9-Fed,2/8/21,Moderna,200,761
Week 9-Fed,2/8/21,Moderna,200,761
Week 9-Fed,2/8/21,Moderna,200,762
Week 9-Fed,2/8/21,Moderna,200,762
Week 9-Fed,2/8/21,Moderna,100,763
Week 9-Fed,2/8/21,Moderna,100,763
Week 9-Fed,2/8/21,Moderna,200,764
Week 9-Fed,2/8/21,Moderna,200,764
Week 9-Fed,2/8/21,Moderna,200,765
Week 9-Fed,2/8/21,Moderna,200,765
Week 9-Fed,2/8/21,Moderna,100,766
Week 9-Fed,2/8/21,Moderna,200,767
Week 9-Fed,2/8/21,Moderna,100,767
Week 9-Fed,2/8/21,Moderna,100,768
Week 9-Fed,2/8/21,Moderna,100,769
Week 9-Fed,2/8/21,Moderna,100,769
Week 9-Fed,2/8/21,Moderna,100,770
Week 9-Fed,2/8/21,Moderna,100,770
Week 9-Fed,2/8/21,Moderna,100,771
Week 9-Fed,2/8/21,Moderna,100,771
Week 9-Fed,2/8/21,Moderna,100,772
Week 9-Fed,2/8/21,Moderna,100,772
Week 9-Fed,2/8/21,Moderna,200,773
Week 9-Fed,2/8/21,Moderna,200,773
Week 9-Fed,2/8/21,Moderna,100,774
Week 9-Fed,2/8/21,Moderna,200,775
Week 9-Fed,2/8/21,Moderna,200,775
Week 9-Fed,2/8/21,Moderna,600,776
Week 9-Fed,2/8/21,Moderna,100,776
Week 9-Fed,2/8/21,Moderna,100,777
Week 9-Fed,2/8/21,Moderna,100,777
Week 9-Fed,2/8/21,Moderna,100,778
Week 9-Fed,2/8/21,Moderna,200,778
Week 9-Fed,2/8/21,Moderna,200,779
Week 9-Fed,2/8/21,Moderna,200,780
Week 9-Fed,2/8/21,Moderna,100,781
Week 9-Fed,2/8/21,Moderna,100,781
Week 9-Fed,2/8/21,Moderna,100,782
Week 9-Fed,2/8/21,Moderna,100,782
Week 9-Fed,2/8/21,Moderna,200,783
Week 9-Fed,2/8/21,Moderna,200,783
Week 9-Fed,2/8/21,Moderna,100,784
Week 9-Fed,2/8/21,Moderna,100,785
Week 9-Fed,2/8/21,Moderna,100,785
Week 9-Fed,2/8/21,Moderna,100,786
Week 9-Fed,2/8/21,Moderna,200,787
Week 9-Fed,2/8/21,Moderna,200,787
Week 9-Fed,2/8/21,Moderna,200,788
Week 9-Fed,2/8/21,Moderna,200,788
Week 9-Fed,2/8/21,Moderna,200,789
Week 9-Fed,2/8/21,Moderna,200,789
Week 9-Fed,2/8/21,Moderna,200,790
Week 9-Fed,2/8/21,Moderna,200,790
Week 9-Fed,2/8/21,Moderna,200,791
Week 9-Fed,2/8/21,Moderna,200,791
Week 9-Fed,2/8/21,Moderna,100,792
Week 9-Fed,2/8/21,Moderna,100,792
Week 9-Fed,2/8/21,Moderna,100,793
Week 9-Fed,2/8/21,Moderna,100,793
Week 9-Fed,2/8/21,Moderna,700,794
Week 9-Fed,2/8/21,Moderna,600,794
Week 9-Fed,2/8/21,Moderna,200,795
Week 9-Fed,2/8/21,Moderna,200,795
Week 9-Fed,2/8/21,Moderna,600,796
Week 9-Fed,2/8/21,Moderna,200,797
Week 9-Fed,2/8/21,Moderna,100,798
Week 9-Fed,2/8/21,Moderna,200,799
Week 9-Fed,2/8/21,Moderna,200,800
Week 9-Fed,2/8/21,Moderna,200,800
Week 9-Fed,2/8/21,Moderna,100,801
Week 9-Fed,2/8/21,Moderna,100,801
Week 9-Fed,2/8/21,Moderna,100,802
Week 9-Fed,2/8/21,Moderna,100,802
Week 9-Fed,2/8/21,Moderna,200,803
Week 9-Fed,2/8/21,Moderna,200,803
Week 9-Fed,2/8/21,Moderna,100,804
Week 9-Fed,2/8/21,Moderna,100,805
Week 9-Fed,2/8/21,Moderna,100,806
Week 13,3/8/21,Johnson,100,807
Week 13,3/8/21,Pfizer,21060,808
Week 13,3/8/21,Johnson,6500,808
Week 12,3/1/21,Pfizer,21060,808
Week 11,2/22/21,Pfizer,21060,808
Week 5,1/11/21,Moderna,6000,808
Week 3,12/28/20,Moderna,200,809
Week 2,12/21/20,Moderna,200,809
Week 12,3/1/21,Moderna,100,810
Week 3,12/28/20,Moderna,300,810
Week 2,12/21/20,Moderna,500,810
Week 13,3/8/21,Moderna,100,811
Week 13,3/8/21,Johnson,100,811
Week 4,1/4/21,Moderna,100,811
Week 13,3/8/21,Moderna,200,812
Week 12,3/1/21,Moderna,200,812
Week 5,1/11/21,Moderna,200,812
Week 2,12/21/20,Moderna,200,812
Week 9-Fed,2/8/21,Moderna,200,813
Week 13,3/8/21,Moderna,200,814
Week 11,2/22/21,Moderna,100,814
Week 11,2/22/21,Moderna,100,815
Week 13,3/8/21,Johnson,100,816
Week 13,3/8/21,Moderna,300,817
Week 11,2/22/21,Moderna,100,817
Week 10,2/15/21,Moderna,100,817
Week 9-Fed,2/8/21,Moderna,600,817
Week 10,2/15/21,Moderna,200,818
Week 5,1/11/21,Moderna,100,818
Week 4,1/4/21,Moderna,100,818
Week 3,12/28/20,Moderna,100,818
Week 13,3/8/21,Johnson,100,819
Week 13,3/8/21,Johnson,100,820
Week 3,12/28/20,Moderna,300,820
Week 13,3/8/21,Johnson,100,821
Week 12,3/1/21,Moderna,100,821
Week 10,2/15/21,Moderna,100,821
Week 4,1/4/21,Moderna,100,821
Week 2,12/21/20,Moderna,100,821
Week 13,3/8/21,Johnson,100,822
Week 4,1/4/21,Moderna,1000,823
Week 3,12/28/20,Moderna,300,823
Week 1,12/14/20,Pfizer,975,823
Week 13,3/8/21,Moderna,200,824
Week 2,12/21/20,Moderna,100,824
Week 13,3/8/21,Johnson,200,825
Week 2,12/21/20,Moderna,100,825
Week 3,12/28/20,Moderna,1200,826
Week 1,12/14/20,Pfizer,1950,826
Week 3,12/28/20,Moderna,700,827
Week 1,12/14/20,Pfizer,1950,827
Week 13,3/8/21,Johnson,100,828
Week 13,3/8/21,Johnson,100,829
Week 13,3/8/21,Johnson,100,830
Week 5,1/11/21,Moderna,3500,831
Week 2,12/21/20,Moderna,1000,832
Week 3,12/28/20,Moderna,100,833
Week 3,12/28/20,Moderna,400,834
Week 12,3/1/21,Moderna,300,835
Week 2,12/21/20,Moderna,300,835
Week 12,3/1/21,Moderna,300,836
Week 2,12/21/20,Moderna,300,836
Week 13,3/8/21,Moderna,500,837
Week 12,3/1/21,Moderna,300,837
Week 2,12/21/20,Moderna,300,837
Week 13,3/8/21,Johnson,100,838
Week 12,3/1/21,Moderna,300,838
Week 2,12/21/20,Moderna,300,838
Week 13,3/8/21,Johnson,100,839
Week 2,12/21/20,Moderna,500,839
Week 13,3/8/21,Johnson,100,840
Week 3,12/28/20,Moderna,800,840
Week 2,12/21/20,Moderna,1000,840
Week 13,3/8/21,Johnson,100,841
Week 11,2/22/21,Moderna,100,841
Week 5,1/11/21,Moderna,100,841
Week 13,3/8/21,Pfizer,8190,842
Week 12,3/1/21,Pfizer,8190,842
Week 11,2/22/21,Pfizer,8190,842
Week 10,2/15/21,Pfizer,6825,842
Week 9,2/8/21,Pfizer,6825,842
Week 2,12/21/20,Moderna,500,843
Week 13,3/8/21,Johnson,100,844
Week 2,12/21/20,Moderna,400,844
Week 13,3/8/21,Johnson,100,845
Week 13,3/8/21,Johnson,100,846
Week 4,1/4/21,Moderna,100,846
Week 13,3/8/21,Pfizer,1170,847
Week 12,3/1/21,Pfizer,1170,847
Week 10,2/15/21,Pfizer,975,847
Week 9,2/8/21,Pfizer,975,847
Week 8,2/1/21,Pfizer,975,847
Week 7,1/25/21,Pfizer,975,847
Week 6,1/18/21,Pfizer,975,847
Week 3,12/28/20,Moderna,200,847
Week 4,1/4/21,Moderna,100,848
Week 13,3/8/21,Moderna,200,849
Week 13,3/8/21,Moderna,100,850
Week 11,2/22/21,Moderna,100,850
Week 9,2/8/21,Moderna,200,850
Week 4,1/4/21,Moderna,100,850
Week 13,3/8/21,Moderna,500,851
Week 8,2/1/21,Moderna,100,851
Week 4,1/4/21,Moderna,300,851
Week 3,12/28/20,Moderna,100,851
Week 13,3/8/21,Johnson,100,852
Week 8,2/1/21,Pfizer,6825,853
Week 7,1/25/21,Pfizer,6825,853
Week 6,1/18/21,Pfizer,6825,853
Week 5,1/11/21,Moderna,6500,853
Week 3,12/28/20,Moderna,800,853
Week 2,12/21/20,Moderna,3000,853
Week 1,12/14/20,Pfizer,5850,853
Week 13,3/8/21,Moderna,100,854
Week 4,1/4/21,Moderna,100,854
Week 9-Fed,2/8/21,Moderna,200,855
Week 12,3/1/21,Moderna,500,856
Week 9,2/8/21,Moderna,400,856
Week 4,1/4/21,Moderna,100,856
Week 2,12/21/20,Moderna,500,857
Week 13,3/8/21,Johnson,100,858
Week 13,3/8/21,Johnson,100,859
Week 13,3/8/21,Johnson,100,860
Week 13,3/8/21,Johnson,100,861
Week 2,12/21/20,Moderna,500,862
Week 4,1/4/21,Moderna,100,863
Week 13,3/8/21,Johnson,100,864
Week 13,3/8/21,Johnson,300,865
Week 4,1/4/21,Moderna,100,865
Week 13,3/8/21,Pfizer,1170,866
Week 12,3/1/21,Pfizer,1170,866
Week 11,2/22/21,Pfizer,1170,866
Week 10,2/15/21,Pfizer,975,866
Week 9,2/8/21,Pfizer,975,866
Week 8,2/1/21,Pfizer,975,866
Week 7,1/25/21,Pfizer,975,866
Week 6,1/18/21,Pfizer,975,866
Week 4,1/4/21,Moderna,1000,866
Week 2,12/21/20,Moderna,1000,866
Week 13,3/8/21,Johnson,100,867
Week 2,12/21/20,Moderna,200,867
Week 13,3/8/21,Johnson,100,868
Week 13,3/8/21,Johnson,100,869
Week 5,1/11/21,Moderna,500,869
Week 13,3/8/21,Moderna,300,870
Week 12,3/1/21,Moderna,300,870
Week 11,2/22/21,Moderna,400,870
Week 13,3/8/21,Johnson,100,871
Week 11,2/22/21,Moderna,100,871
Week 6,1/18/21,Moderna,100,871
Week 4,1/4/21,Moderna,100,871
Week 13,3/8/21,Moderna,100,872
Week 6,1/18/21,Moderna,100,872
Week 4,1/4/21,Moderna,100,872
Week 13,3/8/21,Moderna,100,873
Week 11,2/22/21,Moderna,100,873
Week 8,2/1/21,Moderna,100,873
Week 6,1/18/21,Moderna,100,873
Week 4,1/4/21,Moderna,100,873
Week 8,2/1/21,Moderna,300,874
Week 12,3/1/21,Moderna,200,875
Week 3,12/28/20,Moderna,100,875
Week 2,12/21/20,Moderna,100,875
Week 13,3/8/21,Moderna,100,876
Week 9,2/8/21,Moderna,200,876
Week 8,2/1/21,Moderna,200,876
Week 6,1/18/21,Moderna,100,876
Week 13,3/8/21,Johnson,100,877
Week 9,2/8/21,Moderna,100,878
Week 8,2/1/21,Moderna,500,878
Week 9,2/8/21,Moderna,200,879
Week 13,3/8/21,Moderna,2500,880
Week 13,3/8/21,Pfizer,11700,880
Week 13,3/8/21,Johnson,11500,880
Week 12,3/1/21,Moderna,6000,880
Week 11,2/22/21,Moderna,6100,880
Week 10,2/15/21,Moderna,3500,880
Week 7,1/25/21,Moderna,2200,880
Week 5,1/11/21,Moderna,2900,880
Week 4,1/4/21,Moderna,1000,880
Week 2,12/21/20,Moderna,1000,880
Week 9,2/8/21,Moderna,200,881
Week 7,1/25/21,Moderna,100,881
Week 13,3/8/21,Moderna,100,882
Week 8,2/1/21,Moderna,100,882
Week 6,1/18/21,Moderna,100,882
Week 13,3/8/21,Moderna,100,883
Week 11,2/22/21,Moderna,100,883
Week 8,2/1/21,Moderna,200,884
Week 4,1/4/21,Moderna,100,884
Week 13,3/8/21,Moderna,100,885
Week 12,3/1/21,Moderna,100,885
Week 11,2/22/21,Moderna,100,885
Week 8,2/1/21,Moderna,100,885
Week 9,2/8/21,Moderna,100,886
Week 6,1/18/21,Moderna,200,887
Week 13,3/8/21,Moderna,100,888
Week 11,2/22/21,Moderna,100,888
Week 9,2/8/21,Moderna,100,888
Week 8,2/1/21,Moderna,100,888
Week 5,1/11/21,Moderna,100,888
Week 13,3/8/21,Moderna,300,889
Week 12,3/1/21,Moderna,100,889
Week 11,2/22/21,Moderna,100,889
Week 10,2/15/21,Moderna,200,889
Week 5,1/11/21,Moderna,100,889
Week 11,2/22/21,Moderna,100,890
Week 6,1/18/21,Moderna,100,890
Week 7,1/25/21,Moderna,100,891
Week 13,3/8/21,Moderna,100,892
Week 12,3/1/21,Moderna,100,892
Week 11,2/22/21,Moderna,100,892
Week 8,2/1/21,Moderna,100,892
Week 11,2/22/21,Moderna,200,893
Week 10,2/15/21,Moderna,200,893
Week 13,3/8/21,Pfizer,1170,894
Week 12,3/1/21,Moderna,1500,894
Week 11,2/22/21,Moderna,500,894
Week 9,2/8/21,Moderna,1000,894
Week 6,1/18/21,Moderna,100,894
Week 13,3/8/21,Pfizer,1170,895
Week 9,2/8/21,Moderna,1000,895
Week 8,2/1/21,Moderna,500,895
Week 6,1/18/21,Moderna,600,895
Week 11,2/22/21,Moderna,100,896
Week 8,2/1/21,Moderna,200,896
Week 2,12/21/20,Moderna,500,896
Week 13,3/8/21,Pfizer,1170,897
Week 11,2/22/21,Moderna,1000,897
Week 9,2/8/21,Moderna,500,897
Week 8,2/1/21,Moderna,500,897
Week 6,1/18/21,Moderna,700,897
Week 5,1/11/21,Moderna,1000,897
Week 13,3/8/21,Moderna,200,898
Week 9,2/8/21,Moderna,200,898
Week 8,2/1/21,Moderna,200,898
Week 13,3/8/21,Johnson,200,899
Week 11,2/22/21,Moderna,200,899
Week 6,1/18/21,Moderna,100,899
Week 9,2/8/21,Moderna,600,900
Week 8,2/1/21,Moderna,200,900
Week 6,1/18/21,Moderna,100,901
Week 10,2/15/21,Moderna,100,902
Week 7,1/25/21,Moderna,100,902
Week 4,1/4/21,Moderna,100,902
Week 6,1/18/21,Moderna,200,903
Week 9,2/8/21,Moderna,300,904
Week 12,3/1/21,Moderna,500,905
Week 11,2/22/21,Moderna,500,905
Week 10,2/15/21,Moderna,500,905
Week 6,1/18/21,Moderna,200,905
Week 5,1/11/21,Moderna,100,905
Week 6,1/18/21,Moderna,300,906
Week 9,2/8/21,Moderna,200,907
Week 13,3/8/21,Johnson,100,908
Week 11,2/22/21,Moderna,300,909
Week 6,1/18/21,Moderna,200,909
Week 13,3/8/21,Moderna,100,910
Week 12,3/1/21,Moderna,100,910
Week 11,2/22/21,Moderna,100,910
Week 6,1/18/21,Moderna,100,910
Week 4,1/4/21,Moderna,100,910
Week 6,1/18/21,Moderna,200,911
Week 6,1/18/21,Moderna,200,912
Week 2,12/21/20,Moderna,100,912
Week 11,2/22/21,Moderna,200,913
Week 13,3/8/21,Moderna,100,914
Week 11,2/22/21,Moderna,100,914
Week 8,2/1/21,Moderna,100,914
Week 13,3/8/21,Pfizer,2340,915
Week 12,3/1/21,Moderna,300,915
Week 11,2/22/21,Moderna,300,915
Week 9,2/8/21,Moderna,500,915
Week 8,2/1/21,Moderna,300,915
Week 5,1/11/21,Moderna,1000,916
Week 13,3/8/21,Pfizer,2340,917
Week 11,2/22/21,Moderna,1000,917
Week 9,2/8/21,Moderna,500,917
Week 8,2/1/21,Moderna,100,917
Week 6,1/18/21,Moderna,700,917
Week 5,1/11/21,Moderna,1000,917
Week 4,1/4/21,Moderna,100,917
Week 13,3/8/21,Pfizer,1170,918
Week 9,2/8/21,Moderna,500,918
Week 6,1/18/21,Moderna,200,918
Week 13,3/8/21,Moderna,100,919
Week 12,3/1/21,Moderna,100,919
Week 11,2/22/21,Moderna,100,919
Week 10,2/15/21,Moderna,100,919
Week 7,1/25/21,Moderna,100,920
Week 6,1/18/21,Moderna,100,920
Week 2,12/21/20,Moderna,100,920
Week 6,1/18/21,Moderna,200,921
Week 4,1/4/21,Moderna,100,921
Week 7,1/25/21,Moderna,100,922
Week 6,1/18/21,Moderna,100,922
Week 3,12/28/20,Moderna,100,922
Week 2,12/21/20,Moderna,200,922
Week 9,2/8/21,Moderna,100,923
Week 13,3/8/21,Moderna,200,924
Week 5,1/11/21,Moderna,100,924
Week 6,1/18/21,Moderna,200,925
Week 13,3/8/21,Moderna,100,926
Week 9,2/8/21,Moderna,300,926
Week 8,2/1/21,Moderna,100,926
Week 4,1/4/21,Moderna,100,926
Week 7,1/25/21,Moderna,100,927
Week 6,1/18/21,Moderna,200,927
Week 2,12/21/20,Moderna,100,927
Week 13,3/8/21,Pfizer,1170,928
Week 13,3/8/21,Johnson,3200,928
Week 11,2/22/21,Moderna,400,928
Week 10,2/15/21,Moderna,500,928
Week 13,3/8/21,Johnson,300,929
Week 9-Fed,2/8/21,Moderna,100,930
Week 13,3/8/21,Johnson,100,931
Week 2,12/21/20,Moderna,200,932
Week 13,3/8/21,Johnson,100,933
Week 13,3/8/21,Moderna,100,934
Week 13,3/8/21,Moderna,1200,935
Week 12,3/1/21,Moderna,1200,935
Week 11,2/22/21,Moderna,1200,935
Week 10,2/15/21,Moderna,1200,935
Week 9,2/8/21,Moderna,1200,935
Week 8,2/1/21,Moderna,1200,935
Week 7,1/25/21,Moderna,1200,935
Week 2,12/21/20,Moderna,100,936
Week 2,12/21/20,Moderna,500,936
Week 12,3/1/21,Moderna,100,937
Week 11,2/22/21,Moderna,200,937
Week 8,2/1/21,Moderna,200,937
Week 4,1/4/21,Moderna,100,938
Week 5,1/11/21,Moderna,100,939
Week 13,3/8/21,Johnson,300,940
Week 12,3/1/21,Moderna,100,940
Week 11,2/22/21,Moderna,200,940
Week 10,2/15/21,Moderna,100,940
Week 11,2/22/21,Moderna,100,941
Week 13,3/8/21,Moderna,200,942
Week 13,3/8/21,Johnson,200,943
Week 12,3/1/21,Moderna,100,943
Week 13,3/8/21,Moderna,200,944
Week 12,3/1/21,Moderna,200,944
Week 11,2/22/21,Moderna,200,944
Week 9,2/8/21,Moderna,100,944
Week 8,2/1/21,Moderna,200,944
Week 4,1/4/21,Moderna,100,944
Week 13,3/8/21,Johnson,600,945
Week 8,2/1/21,Moderna,200,945
Week 5,1/11/21,Moderna,100,945
Week 3,12/28/20,Moderna,300,945
Week 13,3/8/21,Moderna,100,946
Week 13,3/8/21,Johnson,100,947
Week 13,3/8/21,Johnson,300,948
Week 2,12/21/20,Moderna,500,948
Week 13,3/8/21,Johnson,400,949
Week 3,12/28/20,Moderna,100,949
Week 2,12/21/20,Moderna,1400,949
Week 4,1/4/21,Moderna,100,950
Week 13,3/8/21,Johnson,100,951
Week 13,3/8/21,Johnson,100,952
Week 12,3/1/21,Moderna,500,953
Week 10,2/15/21,Moderna,100,953
Week 5,1/11/21,Moderna,100,953
Week 3,12/28/20,Moderna,300,953
Week 5,1/11/21,Moderna,200,954
Week 13,3/8/21,Moderna,100,955
Week 13,3/8/21,Moderna,200,956
Week 6,1/18/21,Moderna,100,956
Week 10,2/15/21,Moderna,200,957
Week 2,12/21/20,Moderna,100,958
Week 13,3/8/21,Moderna,500,959
Week 4,1/4/21,Moderna,700,959
Week 2,12/21/20,Moderna,700,959
Week 12,3/1/21,Moderna,300,960
Week 4,1/4/21,Moderna,100,960
Week 12,3/1/21,Moderna,500,961
Week 5,1/11/21,Moderna,5000,961
Week 2,12/21/20,Moderna,900,961
Week 11,2/22/21,Moderna,100,962
Week 13,3/8/21,Johnson,100,963
Week 3,12/28/20,Moderna,100,964
Week 2,12/21/20,Moderna,200,964
Week 4,1/4/21,Moderna,100,965
Week 2,12/21/20,Moderna,100,966
Week 4,1/4/21,Moderna,100,967
Week 13,3/8/21,Johnson,100,968
Week 13,3/8/21,Johnson,100,969
Week 4,1/4/21,Moderna,100,969
Week 13,3/8/21,Johnson,1000,970
Week 9,2/8/21,Moderna,300,970
Week 2,12/21/20,Moderna,300,970
Week 12,3/1/21,Moderna,100,971
Week 13,3/8/21,Johnson,300,972
Week 13,3/8/21,Moderna,100,973
Week 6,1/18/21,Moderna,100,973
Week 13,3/8/21,Johnson,100,974
Week 5,1/11/21,Moderna,100,975
Week 13,3/8/21,Pfizer,1170,976
Week 12,3/1/21,Pfizer,1170,976
Week 11,2/22/21,Pfizer,1170,976
Week 10,2/15/21,Pfizer,975,976
Week 9,2/8/21,Pfizer,975,976
Week 8,2/1/21,Pfizer,975,976
Week 7,1/25/21,Pfizer,975,976
Week 6,1/18/21,Pfizer,975,976
Week 12,3/1/21,Pfizer,1170,977
Week 11,2/22/21,Moderna,500,977
Week 13,3/8/21,Johnson,100,978
Week 13,3/8/21,Johnson,100,979
Week 7,1/25/21,Moderna,100,980
Week 12,3/1/21,Moderna,200,981
Week 11,2/22/21,Moderna,100,981
Week 11,2/22/21,Moderna,200,982
Week 12,3/1/21,Moderna,200,983
Week 11,2/22/21,Moderna,200,983
Week 11,2/22/21,Moderna,100,984
Week 13,3/8/21,Moderna,100,985
Week 12,3/1/21,Moderna,100,985
Week 11,2/22/21,Moderna,100,985
Week 3,12/28/20,Moderna,200,986
Week 12,3/1/21,Moderna,100,987
Week 11,2/22/21,Moderna,100,987
Week 13,3/8/21,Moderna,200,988
Week 12,3/1/21,Moderna,200,988
Week 11,2/22/21,Moderna,200,988
Week 3,12/28/20,Moderna,100,989
Week 2,12/21/20,Moderna,100,989
Week 11,2/22/21,Moderna,200,990
Week 11,2/22/21,Moderna,200,991
Week 11,2/22/21,Moderna,300,992
Week 13,3/8/21,Moderna,100,993
Week 3,12/28/20,Moderna,100,993
Week 11,2/22/21,Moderna,200,994
Week 12,3/1/21,Moderna,100,995
Week 2,12/21/20,Moderna,300,996
Week 13,3/8/21,Johnson,100,997
Week 13,3/8/21,Johnson,1000,998
Week 4,1/4/21,Moderna,100,998
Week 3,12/28/20,Moderna,200,998
Week 8,2/1/21,Moderna,100,999
Week 5,1/11/21,Moderna,100,999
Week 2,12/21/20,Moderna,500,1000
Week 13,3/8/21,Johnson,100,1001
Week 13,3/8/21,Moderna,1000,1002
Week 12,3/1/21,Moderna,1000,1002
Week 11,2/22/21,Moderna,1000,1002
Week 10,2/15/21,Moderna,1000,1002
Week 13,3/8/21,Johnson,200,1003
Week 12,3/1/21,Moderna,100,1003
Week 4,1/4/21,Moderna,100,1003
Week 13,3/8/21,Johnson,100,1004
Week 7,1/25/21,Moderna,100,1005
Week 2,12/21/20,Moderna,100,1006
Week 13,3/8/21,Johnson,100,1007
Week 13,3/8/21,Johnson,100,1008
Week 13,3/8/21,Johnson,100,1009
Week 4,1/4/21,Moderna,100,1009
Week 2,12/21/20,Moderna,300,1010
Week 2,12/21/20,Moderna,200,1011
Week 13,3/8/21,Moderna,100,1012
Week 7,1/25/21,Moderna,100,1013
Week 13,3/8/21,Johnson,100,1014
Week 13,3/8/21,Moderna,100,1015
Week 13,3/8/21,Pfizer,1170,1016
Week 12,3/1/21,Pfizer,1170,1016
Week 11,2/22/21,Pfizer,1170,1016
Week 10,2/15/21,Pfizer,975,1016
Week 9,2/8/21,Pfizer,975,1016
Week 8,2/1/21,Pfizer,975,1016
Week 7,1/25/21,Pfizer,975,1016
Week 6,1/18/21,Pfizer,975,1016
Week 3,12/28/20,Moderna,100,1016
Week 13,3/8/21,Johnson,100,1017
Week 4,1/4/21,Moderna,500,1017
Week 2,12/21/20,Moderna,100,1017
Week 12,3/1/21,Moderna,100,1018
Week 13,3/8/21,Moderna,200,1019
Week 11,2/22/21,Moderna,200,1019
Week 8,2/1/21,Moderna,200,1019
Week 7,1/25/21,Moderna,100,1019
Week 4,1/4/21,Moderna,100,1020
Week 13,3/8/21,Johnson,100,1021
Week 12,3/1/21,Moderna,100,1022
Week 11,2/22/21,Moderna,200,1022
Week 9,2/8/21,Moderna,100,1022
Week 6,1/18/21,Moderna,100,1022
Week 13,3/8/21,Moderna,6000,1023
Week 12,3/1/21,Moderna,6000,1023
Week 11,2/22/21,Moderna,6000,1023
Week 10,2/15/21,Moderna,6000,1023
Week 9,2/8/21,Moderna,8000,1023
Week 8,2/1/21,Moderna,8000,1023
Week 7,1/25/21,Moderna,8000,1023
Week 6,1/18/21,Moderna,6000,1023
Week 5,1/11/21,Moderna,300,1023
Week 2,12/21/20,Moderna,500,1023
Week 13,3/8/21,Johnson,200,1024
Week 4,1/4/21,Moderna,100,1024
Week 12,3/1/21,Moderna,100,1025
Week 11,2/22/21,Moderna,100,1025
Week 6,1/18/21,Moderna,100,1025
Week 2,12/21/20,Moderna,100,1026
